54.158.86.dci,2017-02-14 00:09:33,2017-02-14 00:14:44,312,361
54.172.186.ggf,2017-02-14 00:09:33,2017-02-14 00:14:45,313,877
54.202.160.bjh,2017-02-14 00:09:33,2017-02-14 00:14:45,313,881
54.67.64.eij,2017-02-14 00:09:33,2017-02-14 00:14:45,313,455
54.69.84.iji,2017-02-14 00:09:33,2017-02-14 00:14:45,313,922
54.76.153.baj,2017-02-14 00:09:33,2017-02-14 00:14:45,313,968
54.76.33.efb,2017-02-14 00:09:33,2017-02-14 00:14:42,310,250
54.85.114.eib,2017-02-14 00:09:33,2017-02-14 00:14:44,312,388
60.242.198.hbf,2017-02-14 00:09:33,2017-02-14 00:12:54,202,8
61.12.40.jde,2017-02-14 00:09:33,2017-02-14 00:14:45,313,252
62.216.5.iae,2017-02-14 00:09:33,2017-02-14 00:14:45,313,554
64.125.180.cih,2017-02-14 00:09:33,2017-02-14 00:09:51,19,2
66.249.64.bij,2017-02-14 00:09:33,2017-02-14 00:14:45,313,521
66.249.64.caf,2017-02-14 00:09:33,2017-02-14 00:14:45,313,231
66.249.64.gif,2017-02-14 00:09:33,2017-02-14 00:14:45,313,346
66.249.64.idh,2017-02-14 00:09:33,2017-02-14 00:14:45,313,467
67.207.217.eci,2017-02-14 00:09:33,2017-02-14 00:11:08,96,6
68.56.38.gjc,2017-02-14 00:09:33,2017-02-14 00:10:32,60,5
69.199.222.dad,2017-02-14 00:09:33,2017-02-14 00:14:41,309,15
72.5.155.gbi,2017-02-14 00:09:33,2017-02-14 00:14:45,313,350
97.74.6.dbe,2017-02-14 00:09:33,2017-02-14 00:14:42,310,103
98.213.218.jcd,2017-02-14 00:09:33,2017-02-14 00:14:45,313,217
108.171.131.bfb,2017-02-14 00:09:34,2017-02-14 00:09:34,1,1
141.8.143.hec,2017-02-14 00:09:34,2017-02-14 00:14:22,289,4
144.121.65.fec,2017-02-14 00:09:34,2017-02-14 00:11:32,119,115
164.132.161.bij,2017-02-14 00:09:34,2017-02-14 00:10:22,49,2
172.250.17.bji,2017-02-14 00:09:34,2017-02-14 00:14:42,309,310
173.70.221.bgj,2017-02-14 00:09:34,2017-02-14 00:13:23,230,11
198.240.128.geh,2017-02-14 00:09:34,2017-02-14 00:11:40,127,5
202.142.185.ijh,2017-02-14 00:09:34,2017-02-14 00:14:35,302,39
205.139.151.ech,2017-02-14 00:09:34,2017-02-14 00:12:49,196,5
207.91.162.gjj,2017-02-14 00:09:34,2017-02-14 00:14:26,293,4
208.87.236.iae,2017-02-14 00:09:34,2017-02-14 00:14:26,293,32
209.191.246.ggf,2017-02-14 00:09:34,2017-02-14 00:14:05,272,14
216.145.126.eca,2017-02-14 00:09:34,2017-02-14 00:14:40,307,45
34.249.182.bjh,2017-02-14 00:09:34,2017-02-14 00:14:45,312,360
51.255.65.jcf,2017-02-14 00:09:34,2017-02-14 00:09:34,1,1
52.17.139.gge,2017-02-14 00:09:34,2017-02-14 00:14:45,312,446
52.17.180.ajg,2017-02-14 00:09:34,2017-02-14 00:14:45,312,1014
52.207.105.aed,2017-02-14 00:09:34,2017-02-14 00:14:42,309,213
52.26.85.eib,2017-02-14 00:09:34,2017-02-14 00:14:44,311,53
54.197.228.dbe,2017-02-14 00:09:34,2017-02-14 00:14:34,301,46
54.224.57.jbf,2017-02-14 00:09:34,2017-02-14 00:14:45,312,754
66.249.64.hbc,2017-02-14 00:09:34,2017-02-14 00:14:45,312,287
101.226.33.hbh,2017-02-14 00:09:35,2017-02-14 00:09:35,1,1
106.51.19.fdi,2017-02-14 00:09:35,2017-02-14 00:14:43,309,39
108.91.91.hbc,2017-02-14 00:09:35,2017-02-14 00:14:42,308,124
110.77.171.jja,2017-02-14 00:09:35,2017-02-14 00:14:46,312,83
123.122.146.gjh,2017-02-14 00:09:35,2017-02-14 00:14:41,307,153
128.171.194.fdb,2017-02-14 00:09:35,2017-02-14 00:14:43,309,247
128.226.93.eib,2017-02-14 00:09:35,2017-02-14 00:14:36,302,162
136.179.7.jcd,2017-02-14 00:09:35,2017-02-14 00:09:35,1,1
149.56.200.dad,2017-02-14 00:09:35,2017-02-14 00:14:46,312,161
159.115.9.ahd,2017-02-14 00:09:35,2017-02-14 00:14:21,287,6
162.218.136.cjj,2017-02-14 00:09:35,2017-02-14 00:13:40,246,24
163.172.66.fha,2017-02-14 00:09:35,2017-02-14 00:09:35,1,1
173.49.165.ccg,2017-02-14 00:09:35,2017-02-14 00:10:03,29,3
174.94.38.agj,2017-02-14 00:09:35,2017-02-14 00:14:44,310,300
180.153.206.ide,2017-02-14 00:09:35,2017-02-14 00:09:35,1,1
180.76.15.fed,2017-02-14 00:09:35,2017-02-14 00:14:19,285,12
181.49.8.jcd,2017-02-14 00:09:35,2017-02-14 00:14:45,311,353
199.227.58.bji,2017-02-14 00:09:35,2017-02-14 00:09:36,2,2
206.180.165.jcd,2017-02-14 00:09:35,2017-02-14 00:11:24,110,68
207.46.13.cib,2017-02-14 00:09:35,2017-02-14 00:14:35,301,304
221.204.11.ceb,2017-02-14 00:09:35,2017-02-14 00:14:45,311,586
23.101.153.efc,2017-02-14 00:09:35,2017-02-14 00:14:44,310,58
38.94.152.gai,2017-02-14 00:09:35,2017-02-14 00:09:35,1,1
40.77.167.jad,2017-02-14 00:09:35,2017-02-14 00:14:44,310,373
52.55.147.fca,2017-02-14 00:09:35,2017-02-14 00:14:36,302,6
54.89.107.aah,2017-02-14 00:09:35,2017-02-14 00:14:38,304,166
115.111.104.igg,2017-02-14 00:09:36,2017-02-14 00:14:46,311,544
130.160.194.jbj,2017-02-14 00:09:36,2017-02-14 00:11:33,118,3
157.84.1.ggf,2017-02-14 00:09:36,2017-02-14 00:10:06,31,8
160.36.182.hfe,2017-02-14 00:09:36,2017-02-14 00:14:44,309,402
162.27.66.bbb,2017-02-14 00:09:36,2017-02-14 00:14:41,306,54
163.172.66.bgj,2017-02-14 00:09:36,2017-02-14 00:12:57,202,2
180.76.15.jij,2017-02-14 00:09:36,2017-02-14 00:14:13,278,11
221.194.44.hee,2017-02-14 00:09:36,2017-02-14 00:14:15,280,36
5.255.250.ahg,2017-02-14 00:09:36,2017-02-14 00:14:36,301,103
62.65.39.ggf,2017-02-14 00:09:36,2017-02-14 00:14:39,304,58
64.124.25.jig,2017-02-14 00:09:36,2017-02-14 00:14:44,309,616
70.113.10.jie,2017-02-14 00:09:36,2017-02-14 00:14:36,301,81
74.214.251.cic,2017-02-14 00:09:36,2017-02-14 00:09:36,1,1
99.244.232.iee,2017-02-14 00:09:36,2017-02-14 00:13:38,243,12
104.129.198.caf,2017-02-14 00:09:37,2017-02-14 00:11:53,137,8
116.226.185.fjc,2017-02-14 00:09:37,2017-02-14 00:13:36,240,74
12.69.42.jcd,2017-02-14 00:09:37,2017-02-14 00:09:37,1,1
128.151.150.ide,2017-02-14 00:09:37,2017-02-14 00:14:35,299,166
128.240.225.cic,2017-02-14 00:09:37,2017-02-14 00:14:34,298,87
163.172.66.ecg,2017-02-14 00:09:37,2017-02-14 00:11:11,95,2
164.132.161.agj,2017-02-14 00:09:37,2017-02-14 00:12:26,170,2
180.76.15.djf,2017-02-14 00:09:37,2017-02-14 00:14:21,285,6
180.76.15.egd,2017-02-14 00:09:37,2017-02-14 00:14:01,265,6
180.76.15.eja,2017-02-14 00:09:37,2017-02-14 00:14:05,269,10
180.76.15.fdh,2017-02-14 00:09:37,2017-02-14 00:14:11,275,6
180.76.15.gha,2017-02-14 00:09:37,2017-02-14 00:14:24,288,4
180.76.15.idd,2017-02-14 00:09:37,2017-02-14 00:14:35,299,8
192.234.235.adj,2017-02-14 00:09:37,2017-02-14 00:11:45,129,6
207.112.0.jeb,2017-02-14 00:09:37,2017-02-14 00:14:01,265,12
217.174.255.dgd,2017-02-14 00:09:37,2017-02-14 00:14:44,308,90
220.181.108.hec,2017-02-14 00:09:37,2017-02-14 00:09:37,1,1
220.181.108.jea,2017-02-14 00:09:37,2017-02-14 00:13:07,211,2
24.186.97.jbh,2017-02-14 00:09:37,2017-02-14 00:09:39,3,2
50.64.152.abf,2017-02-14 00:09:37,2017-02-14 00:12:15,159,6
63.146.65.bdf,2017-02-14 00:09:37,2017-02-14 00:09:37,1,1
63.241.135.jga,2017-02-14 00:09:37,2017-02-14 00:12:41,185,4
64.109.211.dii,2017-02-14 00:09:37,2017-02-14 00:09:40,4,2
65.254.1.jfc,2017-02-14 00:09:37,2017-02-14 00:14:40,304,3
66.249.64.adj,2017-02-14 00:09:37,2017-02-14 00:14:45,309,192
66.249.64.fef,2017-02-14 00:09:37,2017-02-14 00:14:45,309,228
66.249.64.hhj,2017-02-14 00:09:37,2017-02-14 00:14:45,309,244
66.249.64.igg,2017-02-14 00:09:37,2017-02-14 00:14:44,308,183
70.79.234.fhc,2017-02-14 00:09:37,2017-02-14 00:10:04,28,2
98.139.190.cha,2017-02-14 00:09:37,2017-02-14 00:14:26,290,15
104.129.196.bjg,2017-02-14 00:09:38,2017-02-14 00:11:36,119,3
104.154.74.aej,2017-02-14 00:09:38,2017-02-14 00:14:19,282,22
146.148.104.jfc,2017-02-14 00:09:38,2017-02-14 00:14:43,306,33
148.108.208.fdh,2017-02-14 00:09:38,2017-02-14 00:09:38,1,1
180.76.15.abf,2017-02-14 00:09:38,2017-02-14 00:13:18,221,7
180.76.15.bge,2017-02-14 00:09:38,2017-02-14 00:14:22,285,16
180.76.15.fgg,2017-02-14 00:09:38,2017-02-14 00:14:29,292,14
180.76.15.jdj,2017-02-14 00:09:38,2017-02-14 00:14:06,269,14
198.207.244.jfd,2017-02-14 00:09:38,2017-02-14 00:12:03,146,16
72.47.244.jda,2017-02-14 00:09:38,2017-02-14 00:13:07,210,106
72.79.127.fbb,2017-02-14 00:09:38,2017-02-14 00:11:33,116,7
78.17.142.hce,2017-02-14 00:09:38,2017-02-14 00:09:38,1,1
104.197.119.aef,2017-02-14 00:09:39,2017-02-14 00:14:00,262,24
12.47.208.iei,2017-02-14 00:09:39,2017-02-14 00:14:38,300,12
123.125.71.bfc,2017-02-14 00:09:39,2017-02-14 00:11:21,103,4
163.172.65.hah,2017-02-14 00:09:39,2017-02-14 00:09:39,1,1
180.76.15.fib,2017-02-14 00:09:39,2017-02-14 00:14:26,288,15
180.76.15.haa,2017-02-14 00:09:39,2017-02-14 00:14:22,284,8
199.67.140.ajc,2017-02-14 00:09:39,2017-02-14 00:09:41,3,2
216.136.90.edf,2017-02-14 00:09:39,2017-02-14 00:09:54,16,3
23.242.17.aig,2017-02-14 00:09:39,2017-02-14 00:09:39,1,1
24.150.89.jic,2017-02-14 00:09:39,2017-02-14 00:10:34,56,5
31.221.13.jad,2017-02-14 00:09:39,2017-02-14 00:14:43,305,50
52.44.38.bbb,2017-02-14 00:09:39,2017-02-14 00:13:37,239,18
54.86.187.gif,2017-02-14 00:09:39,2017-02-14 00:14:18,280,13
65.196.54.dfh,2017-02-14 00:09:39,2017-02-14 00:09:40,2,2
65.201.94.aca,2017-02-14 00:09:39,2017-02-14 00:09:39,1,1
72.47.244.eag,2017-02-14 00:09:39,2017-02-14 00:11:28,110,6
123.125.71.jig,2017-02-14 00:09:40,2017-02-14 00:11:36,117,2
129.115.2.ddh,2017-02-14 00:09:40,2017-02-14 00:13:03,204,3
141.8.143.hee,2017-02-14 00:09:40,2017-02-14 00:14:39,300,79
166.108.254.efc,2017-02-14 00:09:40,2017-02-14 00:09:42,3,2
180.76.15.ahf,2017-02-14 00:09:40,2017-02-14 00:13:24,225,6
180.76.15.bji,2017-02-14 00:09:40,2017-02-14 00:14:14,275,14
222.127.40.hfe,2017-02-14 00:09:40,2017-02-14 00:12:07,148,8
47.184.165.aej,2017-02-14 00:09:40,2017-02-14 00:14:41,302,35
66.249.89.aca,2017-02-14 00:09:40,2017-02-14 00:09:51,12,3
66.249.89.bbb,2017-02-14 00:09:40,2017-02-14 00:09:43,4,2
66.249.89.dff,2017-02-14 00:09:40,2017-02-14 00:09:40,1,1
66.249.89.fgg,2017-02-14 00:09:40,2017-02-14 00:09:42,3,3
66.249.89.gbi,2017-02-14 00:09:40,2017-02-14 00:09:43,4,5
66.249.89.gha,2017-02-14 00:09:40,2017-02-14 00:09:40,1,2
66.249.89.jeh,2017-02-14 00:09:40,2017-02-14 00:09:41,2,2
75.132.184.efc,2017-02-14 00:09:40,2017-02-14 00:11:12,93,8
104.223.71.aje,2017-02-14 00:09:41,2017-02-14 00:09:41,1,1
123.122.123.eih,2017-02-14 00:09:41,2017-02-14 00:09:41,1,1
163.172.66.bji,2017-02-14 00:09:41,2017-02-14 00:14:02,262,3
173.227.174.jde,2017-02-14 00:09:41,2017-02-14 00:13:53,253,7
207.114.249.fha,2017-02-14 00:09:41,2017-02-14 00:12:37,177,5
208.59.158.cgg,2017-02-14 00:09:41,2017-02-14 00:09:41,1,1
210.51.244.fdi,2017-02-14 00:09:41,2017-02-14 00:14:45,305,46
38.117.232.eij,2017-02-14 00:09:41,2017-02-14 00:09:54,14,2
64.47.155.hbf,2017-02-14 00:09:41,2017-02-14 00:09:54,14,4
66.249.89.egd,2017-02-14 00:09:41,2017-02-14 00:12:37,177,5
66.249.89.hec,2017-02-14 00:09:41,2017-02-14 00:12:37,177,3
66.249.89.iee,2017-02-14 00:09:41,2017-02-14 00:12:37,177,3
66.249.89.iji,2017-02-14 00:09:41,2017-02-14 00:09:44,4,3
66.249.89.jcd,2017-02-14 00:09:41,2017-02-14 00:09:44,4,4
74.34.21.aha,2017-02-14 00:09:41,2017-02-14 00:09:43,3,2
98.185.26.ehd,2017-02-14 00:09:41,2017-02-14 00:13:48,248,85
12.168.155.fgi,2017-02-14 00:09:42,2017-02-14 00:12:20,159,4
146.127.253.fha,2017-02-14 00:09:42,2017-02-14 00:09:48,7,3
149.62.145.fcg,2017-02-14 00:09:42,2017-02-14 00:14:46,305,23
149.62.145.fed,2017-02-14 00:09:42,2017-02-14 00:12:45,184,20
172.56.34.ebi,2017-02-14 00:09:42,2017-02-14 00:10:01,20,6
208.64.39.aej,2017-02-14 00:09:42,2017-02-14 00:14:42,301,16
52.26.47.jfg,2017-02-14 00:09:42,2017-02-14 00:14:44,303,60
62.210.70.fdi,2017-02-14 00:09:42,2017-02-14 00:13:26,225,5
63.206.47.gif,2017-02-14 00:09:42,2017-02-14 00:12:58,197,5
66.249.89.aea,2017-02-14 00:09:42,2017-02-14 00:09:42,1,1
66.249.89.bge,2017-02-14 00:09:42,2017-02-14 00:09:44,3,2
66.249.89.eef,2017-02-14 00:09:42,2017-02-14 00:09:44,3,2
66.249.89.icd,2017-02-14 00:09:42,2017-02-14 00:09:42,1,1
66.249.89.jhi,2017-02-14 00:09:42,2017-02-14 00:09:44,3,2
68.146.12.jhd,2017-02-14 00:09:42,2017-02-14 00:14:00,259,31
68.233.192.abj,2017-02-14 00:09:42,2017-02-14 00:09:44,3,2
118.211.39.haf,2017-02-14 00:09:43,2017-02-14 00:10:39,57,8
150.228.40.gbi,2017-02-14 00:09:43,2017-02-14 00:09:43,1,1
163.172.66.jfg,2017-02-14 00:09:43,2017-02-14 00:09:43,1,1
169.196.173.fed,2017-02-14 00:09:43,2017-02-14 00:10:01,19,3
170.74.248.ahg,2017-02-14 00:09:43,2017-02-14 00:09:43,1,1
220.181.108.hah,2017-02-14 00:09:43,2017-02-14 00:14:45,303,2
220.181.108.ifh,2017-02-14 00:09:43,2017-02-14 00:14:44,302,3
52.27.240.jda,2017-02-14 00:09:43,2017-02-14 00:14:33,291,44
54.89.158.gif,2017-02-14 00:09:43,2017-02-14 00:09:43,1,1
66.249.89.eij,2017-02-14 00:09:43,2017-02-14 00:09:43,1,1
66.249.89.ejd,2017-02-14 00:09:43,2017-02-14 00:09:43,1,1
66.249.89.fbb,2017-02-14 00:09:43,2017-02-14 00:12:37,175,3
101.226.33.afh,2017-02-14 00:09:44,2017-02-14 00:09:44,1,1
12.226.5.jde,2017-02-14 00:09:44,2017-02-14 00:09:44,1,1
156.77.111.fab,2017-02-14 00:09:44,2017-02-14 00:09:46,3,2
180.76.15.gbi,2017-02-14 00:09:44,2017-02-14 00:14:28,285,9
38.104.173.jhd,2017-02-14 00:09:44,2017-02-14 00:12:45,182,6
52.5.240.iae,2017-02-14 00:09:44,2017-02-14 00:13:51,248,10
63.243.252.efh,2017-02-14 00:09:44,2017-02-14 00:09:44,1,1
66.249.89.aie,2017-02-14 00:09:44,2017-02-14 00:11:50,127,3
104.162.110.fgg,2017-02-14 00:09:45,2017-02-14 00:09:45,1,1
163.172.66.dfg,2017-02-14 00:09:45,2017-02-14 00:09:45,1,1
163.172.66.fcg,2017-02-14 00:09:45,2017-02-14 00:09:45,1,1
174.128.48.haa,2017-02-14 00:09:45,2017-02-14 00:09:46,2,2
180.153.214.jca,2017-02-14 00:09:45,2017-02-14 00:09:45,1,1
180.76.15.eag,2017-02-14 00:09:45,2017-02-14 00:14:07,263,14
180.76.15.hec,2017-02-14 00:09:45,2017-02-14 00:13:39,235,9
180.76.15.jhi,2017-02-14 00:09:45,2017-02-14 00:13:12,208,5
185.26.92.caf,2017-02-14 00:09:45,2017-02-14 00:09:45,1,3
209.51.184.jcf,2017-02-14 00:09:45,2017-02-14 00:14:03,259,18
35.167.112.hhg,2017-02-14 00:09:45,2017-02-14 00:14:45,301,14
60.173.241.hgj,2017-02-14 00:09:45,2017-02-14 00:13:38,234,8
72.32.47.dad,2017-02-14 00:09:45,2017-02-14 00:14:45,301,244
73.157.111.iah,2017-02-14 00:09:45,2017-02-14 00:14:43,299,56
97.79.186.jdd,2017-02-14 00:09:45,2017-02-14 00:09:49,5,2
12.0.242.ced,2017-02-14 00:09:46,2017-02-14 00:14:39,294,34
123.125.71.fjb,2017-02-14 00:09:46,2017-02-14 00:10:43,58,4
124.29.209.fgi,2017-02-14 00:09:46,2017-02-14 00:14:41,296,33
128.151.203.aig,2017-02-14 00:09:46,2017-02-14 00:14:46,301,142
128.206.148.dii,2017-02-14 00:09:46,2017-02-14 00:10:41,56,2
159.220.233.ggf,2017-02-14 00:09:46,2017-02-14 00:10:27,42,4
163.172.64.ihh,2017-02-14 00:09:46,2017-02-14 00:12:20,155,2
163.172.65.hjh,2017-02-14 00:09:46,2017-02-14 00:09:46,1,1
180.76.15.fhi,2017-02-14 00:09:46,2017-02-14 00:14:35,290,14
180.76.15.ide,2017-02-14 00:09:46,2017-02-14 00:14:16,271,8
180.76.15.ihf,2017-02-14 00:09:46,2017-02-14 00:14:36,291,15
199.184.253.fab,2017-02-14 00:09:46,2017-02-14 00:10:17,32,3
47.19.142.ijh,2017-02-14 00:09:46,2017-02-14 00:09:46,1,1
63.243.252.ebi,2017-02-14 00:09:46,2017-02-14 00:09:46,1,1
64.209.89.aie,2017-02-14 00:09:46,2017-02-14 00:13:54,249,5
78.137.2.bcj,2017-02-14 00:09:46,2017-02-14 00:09:48,3,238
152.135.235.fdi,2017-02-14 00:09:47,2017-02-14 00:09:47,1,1
155.201.34.ahg,2017-02-14 00:09:47,2017-02-14 00:11:38,112,5
163.172.65.bdf,2017-02-14 00:09:47,2017-02-14 00:12:30,164,2
180.76.15.jcf,2017-02-14 00:09:47,2017-02-14 00:14:45,299,11
207.38.233.ahd,2017-02-14 00:09:47,2017-02-14 00:09:47,1,1
220.181.108.aje,2017-02-14 00:09:47,2017-02-14 00:14:45,299,4
220.181.108.eca,2017-02-14 00:09:47,2017-02-14 00:12:21,155,4
50.232.66.bid,2017-02-14 00:09:47,2017-02-14 00:09:47,1,1
51.255.65.bji,2017-02-14 00:09:47,2017-02-14 00:09:47,1,1
67.137.74.jea,2017-02-14 00:09:47,2017-02-14 00:13:06,200,7
72.185.124.dif,2017-02-14 00:09:47,2017-02-14 00:09:47,1,1
8.42.21.bcf,2017-02-14 00:09:47,2017-02-14 00:13:54,248,3
104.232.115.ebc,2017-02-14 00:09:48,2017-02-14 00:13:15,208,4
107.0.7.ijh,2017-02-14 00:09:48,2017-02-14 00:14:11,264,10
111.132.0.bcf,2017-02-14 00:09:48,2017-02-14 00:14:46,299,61
163.172.66.gjj,2017-02-14 00:09:48,2017-02-14 00:12:35,168,2
170.250.81.gbi,2017-02-14 00:09:48,2017-02-14 00:14:08,261,12
188.163.28.jgj,2017-02-14 00:09:48,2017-02-14 00:14:26,279,8
